Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,company,no_of_salaries,avg_salary,min_salary,max_salary
Machine Learning Engineer/Data Scientist,-1.0,"Job Requisition ID #
20WD40887
Job Title
Machine Learning Engineer/Data Scientist
Job Description

Autodesk is seeking a Machine Learning Engineer/Data Scientist to join our Sales Data Science team. We build innovative data products and machine learning solutions for Autodesk's sales teams. In this critical role, you will work alongside product development, product managers, and data engineers to tackle fundamental data science models in our Asia-Pacific (APAC) sales region.

Data, automation and advanced analytics technologies are drastically transforming our sales team in APAC and this person will be the data scientist in charge of overseeing our data science practice in Singapore, India, China, Korea, Australia, and New Zealand. As the Data Scientist for APAC, your primary responsibility will be to empower our sales teams with machine learning models and data analytics to make them more productive and better equipped to be customer-centric. You will collaborate with our Data Scientists in Barcelona and the US to build major data science products.

The ideal candidate is a strong communicator and has experience as a Data Analyst or Data Engineer who has strong Data Science leanings, and has built out multiple analytic models and machine learning algorithms before.

You will be in charge of establishing and maintaining machine learning deployment pipelines, including their associated life-cycle management systems and practices, in coordination with their architecture peers and communities of practice throughout the company

Your responsibilities will be:
Designing and implementing Machine Learning models and algorithms that enable account selection, customer targeting, and process improvements for the sales teams in APAC.
Develop and maintain model deployment pipelines for many types of machine learning including supervised and unsupervised learning as well as CNNs, RNNs or other deep learning algorithms
Working closely with data scientists, domain experts and sales team, both to understand model performance management requirements and design suitable inferencing instrumentation systems and practices that meet them
Designing and implementing outbound data engineering pipelines that serve curated datasets to business intelligence and reporting
Designing integration solutions including applications as needed to deliver inferencing outcomes or curated data sets for consumption and action
Ensuring your model deployment, outbound data engineering and integration pipelines are architecturally and operationally integrated with inbound ingestion and contextualization pipelines designed by your peer domain architects
Delivering and presenting results to sales leaders regarding their business, forecast, pipeline, and potential customers.
Education & Experience:

- Very strong communicator
Advanced degrees in computer science and data science strongly preferred, though an equivalent level engineering, data science or mathematics degree, a technical undergraduate degree and relevant experience will also be considered
5+ plus years of relevant work experience
3+ years of experience working with data scientists in a data engineering or production machine learning inferencing capacity, working with various types of supervised and unsupervised learning algorithms for classification, recommendation, anomaly detection, clustering and segmentation, as well as CNNs, RNNs or other deep learning algorithms
5+ years of full-stack experience developing large scale distributed systems and multi-tier applications
5+ years of programming proficiency in, at least, one modern JVM language (e.g. Java, Kotlin, Scala) and at least one other high-level programming language such as Python
2+ years of production DevOps experience
3+ years of programming on the Apache Spark platform, leveraging both low level RDD and MLlib APIs and the higher-level APIs (SparkContext, DataFrames, DataSets, GraphFrames, SparkSQL, SparkML).
Demonstrated deep understanding of Spark core architecture including physical plans, DAGs, UDFs, job management and resource management
At least 1 year of implementation experience with Apache Airflow, and a demonstrated expert level understanding of both segmented and unsegmented Directed Acyclic Graphs and their operationalization
Experience working with Neo4J and a demonstrated ability to lead architecture efforts for its implementation
Strong technical collaboration and communication skills
Additional Qualifications:
Passion for sales and customer segmentation
Proficiency with functional programming methods and their appropriate use in distributed systems
Proficiency with AWS foundational compute services, including S3 and EC2, ECS and EKS, IAM and CloudWatch
Proficiency with Sagemaker, Kubernetes, and Docker
Preferred Qualifications
Experience with data science toolkits like: R, Pandas, Jupyter, scikit, TensorFlow, etc.
Experience with Sagemaker and data pipelines in AWS
Familiarity with statistics concepts and analysis, e.g. hypothesis testing, regression, etc.
Experience building dashboards in platform: Power BI, Tableau, Qlik, Looker, etc.
Salesforce experience is a plus

At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.

Are you an existing contractor or consultant with Autodesk? Please search for open jobs and apply internally (not on this external site). If you have any questions or require support, contact Autodesk Careers.",4.1,autodesk,Bangalore,-1.0,5001 to 10000 Employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1.0,,,,,
Data Scientist,-1.0,"We are looking for a Data Scientist with experience of 3-6 years that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in building data science solutions using machine learning algorithms, doing statistical analysis, and building high quality prediction systems integrated with our products.

Responsibilities:
Identifying the key problem in the system and proposing a solution
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Identify third party data that can be used to enhance the information gained
Processing, cleansing, and verifying the integrity of data used for analysis
Building unsupervised and supervised learning algorithms on existing data such that systems should be proactive in nature


Skills and Qualifications
3-6 years of experience with post graduate/Phd degree in mathematics, statistics, IT or Computer science from IIT/IIIT/NIT/recognized universities
Excellent understanding of machine learning techniques and algorithms, such as Random Forest, Regression, XG Boost, k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Python, Octave, Java. Excellence in at least one of these is a must.
Great communication skills
Proficiency in SQL is must.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase will be good to have.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Data-oriented personality
To apply on this job, email your resume at alka.dhingra@magicbricks.com",4.1,magicbricks,Bangalore,-1.0,1001 to 5000 Employees,2006.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1.0,,,,,
Data Scientist,-1.0,"Did you know: Piramal Glass is a trailblazer in the use of digital technology in glassmaking and has recently been recognised as India 100 Best Companies to work for by #GreatPlaceToWork.

Click below to read more about our digital accomplishments:
https://www.piramalglass.com/digital/
https://news.microsoft.com/en-in/features/piramal-glass-real-time-manufacturing-insights-azure-iot/
https://www.expresscomputer.in/news/piramal-glass-implements-indias-first-iot-implementation-in-the-glass-manufacturing-industry/33693/

Purpose of the Job
As a Data Scientist you will work in collaboration with our business and engineering people, on creating value from data. Often the work requires solving complex problems by turning vast amounts of data into business insights through advanced analytics, modeling and machine learning. You have a strong foundation in analytics, mathematical modeling, computer science, and math - coupled with a strong business sense. You proactively fetch information from various sources and analyze it for better understanding about how the business performs. Furthermore, you model and build AI tools that automate certain processes within the company. The solutions produced will be implemented to impact business results.

The Data Scientist believes in a non-hierarchical culture of collaboration, transparency, safety, and trust. Working with a focus on value creation, growth and serving customers with full ownership and accountability. Delivering exceptional customer and business results

Responsibilities
Develop an understanding of business obstacles, create solutions based on advanced analytics and draw implications for model development
Combine, explore and draw insights from data. Often large and complex data assets from different parts of the business.
Design and build explorative, predictive- or prescriptive models, utilizing optimization, simulation and machine learning techniques
Prototype and pilot new solutions and be a part of the aim of ‘productifying’ those valuable solutions that can have impact at a global scale
Guides and coaches other chapter colleagues to help solve data/technical problems at an operational level, and in methodologies to help improve development processes
Identifies and interprets trends and patterns in complex data sets to enable the business to take data-driven decisions

Qualifications

Industry
Any (prefer – Manufacturing, Logistics); willingness to learn manufacturing systems (OT systems and data stores)

Work experience
~2+ years of industry exposure in Data Science and Analytics projects, preferably in Manufacturing / Supply chain management

Skills and competencies required
Extract and present valuable information from data
Understand business requirements and generate insights
Build mathematical models, validate and work with them
Explain complex topics tailored to the audience
Validate and follow up on results
Work with large and complex data sets
Establish priorities with clear goals and responsibilities to achieve a high level of performance.
Work in an agile and iterative manner on solving problems
Evaluate different options proactively and ability to solve problems in an innovative way. Develop new solutions or combine existing methods to create new approaches
Good understanding of Digital & analytics
Strong communication skills, orally and in writing
Education
Bachelors or masters in Computer Science or Engineering / Mechanical Engineering / Chemical Engineering / Process Engineering

Functional knowledge required
Microsoft Azure
Analytics and statistics
Mathematical modeling
Python
Spark
SQL
Machine Learning
Deep learning
Optimization
Notebooks

Primary Location: India-Gujarat-Vadodara
Work Locations: Baroda Piramal Glass India, 3rd Floor,The Baroda Central Co-Operative Bank, Station Road,Sayajigunj Vadodara 390005
Job: Digital
Organization: Piramal Glass Limited
Day Job
Job Posting: 25-Oct-2020, 11:02:38 PM",3.5,piramal enterprises,Vadodara,-1.0,10000+ Employees,-1.0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1.0,,,,,
Junior Research Scientist,-1.0,"To execute the analysis in lab independently under the guidance of the supervisor, responsible to maintain lab records and work place. Support Pilot Plant during scale up. Follow safety rules of the factory.

Qualifications

To execute the analysis in lab independently under the guidance of the supervisor, responsible to maintain lab records and work place. Support Pilot Plant during scale up. Follow safety rules of the factory.

Primary Location: India-Tamilnadu-Chennai
Work Locations: Ennore Piramal Enterprises Limited P.O Bag No : 5, Ennore Express Highway, Near Kasi Kovil Kuppam, Opp to Saibaba Temple, Ernavoor Chennai 600057
Job: R & D
Organization: Pharma Solutions
Day Job
Job Posting: 11-Sep-2020, 1:31:16 AM",3.5,piramal enterprises,Chennai,-1.0,10000+ Employees,-1.0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1.0,,,,,
Data Engineer,-1.0,"Did you know: Piramal Glass is a trailblazer in the use of digital technology in glassmaking and has recently been recognised as India 100 Best Companies to work for by #GreatPlaceToWork.

Click below to read more about our digital accomplishments:
https://www.piramalglass.com/digital/
https://news.microsoft.com/en-in/features/piramal-glass-real-time-manufacturing-insights-azure-iot/
https://www.expresscomputer.in/news/piramal-glass-implements-indias-first-iot-implementation-in-the-glass-manufacturing-industry/33693/

Purpose of the Job
The Data Engineer extracts data and implements machine learning models into production by utilizing state of the art tools/algorithms and methodologies following DevOps and a test-driven development process. Data Engineering is the key role for bridging the gap between insight and actions. Data Engineers work in close collaborations with the data scientists and guide them to focus not only on model performance but also delivery stability, reproducibility and scalability of a software product.

The Data Engineer believes in a non-hierarchical culture of collaboration, transparency, safety, and trust. Working with a focus on value creation, growth and serving customers with full ownership and accountability. Delivering exceptional customer and business results

Responsibilities
Collaborate with Data Scientists to test and scale new algorithms through pilots and later industrialize the solutions at scale to the comprehensive fashion network of the Group
Influence, build and maintain the large-scale data infrastructure required for the AI projects, and integrate with external IT infrastructure/service to provide an e2e solution
Leverage an understanding of software architecture and software design patterns to write scalable, maintainable, well-designed and future-proof code
Design, develop and maintain the framework for analytical pipeline
Develop common components to address pain points in machine learning project, like model lifecycle management, feature store and data quality evaluation
Provide input and help implement framework and tools to improve data quality
Work in cross-functional agile teams of highly skilled software/machine learning engineers, data scientists, designers, product managers and others to build the AI ecosystem within the Group
Deliver on time, demonstrating strong commitment to deliver on the team mission and agreed backlog

Qualifications

Industry
Any (prefer – Manufacturing, Logistics); willingness to learn manufacturing systems (OT systems and data stores)

Education
Bachelors or masters in Computer Science or Engineering, BCA / MCA / B.Sc / M.Sc

Work experience
~2+ years of industry exposure in Data Engineering projects

Skills & Competencies required
Ability to transform proof of concept machine learning models into scalable solutions
Well versed with data handling techniques - Data cleansing and feature scaling
Ability to apply software development best practice into machine learning project, including unit test, DevOps integration, release management, test driven development, etc.
Ability to automate development process of machine learning project by leverage state of art tools and technology like container, continuous integration and delivery, orchestration tools etc.
Familiar with at least one of major cloud solutions, preferably Azure. Able to recommend and select right services available in cloud to address technical problem
Good understanding and experience with software design principle and design pattern
Good understanding of Agile and scrum methodology, keep team focus on deliver business value
Functional Knowledge
DevOps and continuous integration
Agile wow and test-driven development
Distributed computing
Linux
Spark and Hadoop eco system
Software development best practices
Python/Scala/Java
Docker, Kubernetes
Experience with Azure
Data structure and algorithm
RDBMS and NoSQL databases, good skill with SQL

Primary Location: India-Gujarat-Vadodara
Work Locations: Baroda Piramal Glass India, 3rd Floor,The Baroda Central Co-Operative Bank, Station Road,Sayajigunj Vadodara 390005
Job: Digital
Organization: Piramal Glass Limited
Day Job
Job Posting: 08-Jul-2020, 5:37:01 AM",3.5,piramal enterprises,Vadodara,-1.0,10000+ Employees,-1.0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1.0,,,,,
Data Scientist (Upto 5years),-1.0,"Desired Candidate Profile
Experience in relevant field such as Statistics, Computer Science or Applied Math or Operational Research.
Must have Masters in (Maths/Statistics or Applied Mathematics/Machine Learning etc.)
History of successfully performing customer implementations
Strong customer facing skills, and previous consulting experience.
Experience of handling high frequency streaming data for real time analysis and reporting.
Familiarity with - Natural Language Processing, Statistical Analysis (distribution analysis, correlation, variance
Experience with open source technologies is a must.
Energy/Hunger for Growth
Excellent communication and executive presence to connect at CXO levels
Ability to lead & build strong teams
Ability to work in an ambiguous environment.
Desired Skills and Experience
Languages/Tools:Python/R,Scala,SQL,
Experience in applying Data Science methods to Business Problems. Machine Learning,
Concepts: Strong presentation and communication skills with a knack for explaining complex analytical concepts to people from other fields.
Team leadership, Mentoring and project management skills.
Education :PG - Any Postgraduate - Any Specialization, MS/M.Sc(Science) - Any Specialization, Maths, Statistics",5.0,xlnc technologies,Mumbai,-1.0,51 to 200 Employees,-1.0,Company - Private,-1,-1,Less than $1 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Experience required: 2-4 years

We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. You’ll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.
Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.

Job Description:
2-4 years real world experience working as a data scientist
Hands on experience in statistical modelling software such as R, Python or SAS (optional) along with data visualization tools like Tableau/Power BI
Good understanding of statistical and predictive modeling concepts.
Strong expertise in either R or Python
Excellent analytical thinking, and problem-solving skills.
Hands on experience in working on data mining and statistical machine learning problems
In depth understanding of advance ML techniques and algorithms like regression, clustering, decision trees, Neural Networks, Gradient descent, SVM etc
Experience in project management and handling client communications
Excellent communication (written/verbal) skills, including logically structuring and delivering presentations.
Open to learning new methods/techniques in the ever-changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail.",4.0,loyalytics consulting,Bangalore,-1.0,1 to 50 Employees,2015.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1.0,,,,,
Data Scientist,-1.0,"Key Responsibilities:
As a Data Scientist on our team, you will be responsible for solving complex big-data problems for various clients (on-site and off-site) using data mining, statistical analysis, machine learning, deep learning.
One of the primary responsibilities will be to understand the business need and translate it into an actionable analytical plan in consultation with the team.
Ensure that the analytical plan aligns with the customer’s overall strategic need.
Understand and identify appropriate data sources required for solving the business problem at hand.
Explore, diagnose and resolve any data discrepancies – including but not limited to any ETL that may be required, missing value and extreme value/outlier treatment using appropriate methods.
Execute project plan to meet requirements and timelines.
Identify success metrics and monitor them to ensure high-quality output for the client.
Deliver production-ready models that can be deployed in the production system.
Create relevant output documents, as required – power point deck/ excel files, data frames etc.
Overall project management – Creating a project plan and timelines for the project and obtain sign-off.
Monitor project progress in conjunction with the project plan – report risks, scope creep etc. in a timely manner.
Identify and evangelize new and upcoming analytical trends in the market within the organization.
Implementing the applications of these algorithms/methods/techniques in R/Python
Key Skills:
3+ years experience working Data Mining and Statistical Modeling for predictive and prescriptive enterprise analytics.
2+ years of working with Python, Machine learning with exposure to one or more ML/DL frameworks like Tensorflow, Caffe, Scikit-Learn, MXNet, CNTK.
Exposure to ML techniques and algorithms to work with different data formats including Structured Data, Unstructured Data, and Natural Language.
Experience working with data retrieval and manipulation tools for various data sources like: Rest/Soap APIs, Relational (MySQL) and No-SQL Databases (MongoDB), IOT data streams, Cloud-based storage, and HDFS.
Strong foundation in Algorithms and Data Science theory.
Strong verbal and written communication skills with other developers and business client
Knowledge of Telecom and/or FinTech Domain is a plus.
Job Type: Full-time
Salary: ₹450,000.00 to ₹850,000.00 /year
Experience: Machine Learning: 2 years (Required)
Education: Master’s (Preferred)
Language:English (Required)
Interested Candidates please share their resume at careers@datatobiz.com",4.7,datatobiz,Chandigarh,-1.0,1 to 50 Employees,2018.0,Self-employed,IT Services,Information Technology,Less than $1 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Job Description

Job description
Responsibilities
We are looking for a Data scientist to help us achieve our bold goals in building the next gen intelligent Enterprise Commerce platform. The ideal candidate will have good Machine Learning knowledge with hands on experience in solving complex real-world ML problems. In addition, the candidate will have knowledge of one or more ML frameworks and a deep understanding of the different types of machine learning algorithms and their applications with hands-on experience in implementing solutions with at least a few of them.
Deliver E2E Machine learning based solutions with measurable quality metrics meeting the business/customer need
Ability to design and build an efficient data pipeline that can train, test and deploy high quality models into production
Ability to establish the right set of metrics for measuring the quality of the ML solution, which are reflective of the quality needs of the customer and accurately tracks the usefulness of the solution
Ability to write scalable and quality scripts for data wrangling with a good understanding of the data in the context of the business process
Collaborate with rest of the team to drive decision making and roadmaps with focus on outcomes

Qualifications
3+ years of experience in working on real-world ML/AI problems and shipping the solutions to production with real business impact
3+ years of experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets is required.
Experience with experiments, machine learning, anomaly detection, predictive analysis, exploratory data analysis, and/or other areas of data science on a large-scale product.
Experience with coordinating specific phases of data analytics (extraction, analysis, manipulation, synthesis, summary, validation, testing, and maintenance) with the objective of creating and building predictive models and algorithms is highly desired.
Advanced data visualization experience is a plus.
Engineering experience using large data systems on SQL, Hadoop, Hive queries, etc.is nice to have.
Salary:
Not Disclosed by Recruiter
Industry:
IT-Software / Software Services
Functional Area:
Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology
Role Category:
R&D
Role:
Bio/Pharma Informatics-Associate/Scientist
Key Skills
R
Predictive Analytics
Python
Desired Candidate Profile
Please refer to the Job description above
Company Profile
XTGLOBAL INFOTECH LIMITED
At XTGlobal, we always believed in the power of the digital space. In a bid to make technology and innovation a competitive advantage for our clients, we have emerged as a symbol of transformative thought for product and service offerings. We seek projects that test our capabilities and push us towards excellence, which we believe is more a journey than a destination. We want to be a beacon of change with spotlight on our thought leadership excellence and open up new business opportunities. We look for a symbiotic relationship- one with the potential to digitalize business as we know it.",4.1,xtglobal,Hyderābād,-1.0,201 to 500 Employees,1998.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Job Description
Collecting data through means such as analyzing business results or by setting up and managing new studies
Transferring data into a new format to make it more appropriate for analysis
Creating new, experimental frameworks to collect data
Building tools to automate data collection
Searching through large data sets for usable information
Creating reports and presentations for business uses
Correlating similar data to find actionable results
Qualification:
Bachelors or Masters in Mathematics / Statistics/ Engineering or Relevant
Skills:
Knowledge of programming languages like MSSQL, Python (required absolutely)
R and Scala (added advantage)
Familiarity with business intelligence tools (e.g., Tableau) – preferred but not required
Strong mathematics skills (e.g., statistics, algebra)
Experience with big data technologies such as Hadoop and Spark (added advantage)
Advanced ability to perform exploratory data analysis
Experience with common data science toolkits
Working knowledge of statistics
Exceptional technical writing skills
Ability to communicate complex data in a simple, actionable way
Ability to visualize data in the most effective way possible for a given project or study
Analytical and problem-solving skills
Experience with machine learning and AI
Familiarity with data management tools
Ability to work independently and with team members from different backgrounds
Excellent attention to detail
Experience:
5 - 10 years
Location - Cochin
Available IMMEDIATELY 15 days or Less
Job Type: Full-time
Pay: From ₹50,000.00 per month
Schedule:
Day shift
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
No",-1.0,enroute corporate solutions,Cochin,-1.0,-1,-1.0,-1,-1,-1,-1,-1.0,,,,,
Data Scientist,-1.0,"We are looking for a Data Scientist who will support our leadership and teams with insights gained from analyzing University data.
The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. Must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building, and implementing models, using/creating algorithms, and creating/running simulations.
The data scientist must have a proven ability to drive business results with their data-based insights. The candidate must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
QUALIFICATIONS:
Master’s in Statistics, Mathematics, Computer Science, or another quantitative field
English at a mother tongue level
10+ years of experience manipulating data sets and building statistical models
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications.
Job Type: Full-time
Experience:
manipulating data sets and building statistical models: 10 years (Required)
statistical computer languages: 5 years (Required)
Education:
Master's (Required)
Location:
Mysore, Karnataka (Required)
Language:
english (Required)",3.3,university of the people,Mysore,-1.0,1 to 50 Employees,2009.0,College / University,Colleges & Universities,Education,$1 to $5 million (USD),-1.0,,,,,
Data Modeler,-1.0,"Job Description


Job Description
Responsible for creating data models defining information requirements for large management for Insurance domain Needed Extensive analysis experience and skilled at facilitating data analysis and Data Vault Modeling
Should be able to create information management framework for new business system in Insurance domain
Should be well versed with ETL technology and understand reporting platform to build cubes standard tools and techniques & Experience in generating data definition language DDL used to create the database schema
Expertise in synchronizing models to ensure that database structures match models and analyzing different source systems
Responsible for creating conceptual logical and physical data models defining information requirements for Extensive analysis experience and skilled at facilitating data modeling sessions
Should be able to create information management framework for new business system in Insurance domain
Should have created enterprise logical models EDM containing all entities and their relationships and a complete set of documentation using industry standard tools and techniques
Experience in generating data definition language DDL used to create the database schema
Expertise in synchronizing models to ensure that database structures match models


Primary Skills
Data Modeling
Erwin


Secondary Skills
SQL
Insurance Domain experience

0.00-50.00 Years",3.9,capgemini technology services india limited,Bangalore,-1.0,10000+ Employees,1967.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1.0,,,,,
Data Scientist,-1.0,"Zauba Technologies is a startup based in Bangalore. Zauba's services are used by leading companies in India. Zauba is powered by a young and passionate team. We are looking for individuals who would like to be a part of our founding team.
As a Data Scientist and as a part of founding team, you will be expected to design and develop applications related to information retrieval, artificial intelligence, natural language processing and predictive modelling. Your rewards will be directly proportional to the value you generate.
Design and development of robust, scalable and highly efficient data engineering solutions for structured and unstructured data
Design and develop out-of-the-box solutions to solve complex data problems
Develop statistical models for various use cases
Develop processes for text mining and extraction of information from unstructured data
Design and implement data models that scale across the enterprise
Take ownership of existing data workflows and processes
Enhance scalability, performance, and stability of existing infrastructure
Work closely with other team members to integrate your innovations and algorithms into our production systems


Essentials
Java / R / Python - Intermediate to advanced level`
Regex - Advanced
SQL - Advanced
Apache Weka / Mahout or other similar tools - Intermediate to advanced level
Experience in Search Algorithms, Semantic Analysis, with good knowledge of Machine learning/Distributed System/Data Mining/NLP/Artificial Intelligence
Linux - Intermediate


Good to have
Hadoop/Spark
R
MongoDB


Must have qualities
Skills to learn new skills quickly
Desire to create disruptive products and services
Passion; not just to work in startups but to take them to next level
Above average programming aptitude
Be passionate about producing high quality engineering deliverables
Be productive working independently or collaboratively
Have an eye for building efficient processes
Be self motivated
Proactively take ownership

Interested?
Send your resume to hr@zaubacorp.com",3.7,zauba corp,Bangalore,-1.0,1 to 50 Employees,-1.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Responsibilities
Work with, as needed, customers to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.
Work collaboratively with the rest of the data science team, data engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.
Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.
Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.
Use best practices in applying and deploying data science at scale.
Requirements
Strong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.
Ability to effectively communicate technical concepts to both technical and non- technical staff members and customers.
Proficiency in data analysis and programming languages such as SQL, Python, and R.
2-7 years hands-on experience in machine learning, statistics or experiment design.
Master’s Degree required in Statistics, Mathematics, Econometrics, Operations
Research, Computer Science, Physics or a related field with focus on data analysis.
Expertise in machine learning, statistics, data analysis.
Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.
Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability.
Experience with time-series analysis would be a plus.
Demonstrated experience in applying machine learning to real-world problems
Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.
Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus.
Desired Skills and Experience
Python,Machine Learning,Data Analysis,SQL,R

Job Category: Data Scientist
Job Type: Full Time
Job Location: Maharashtra,India",4.6,entytle,Maharashtra,-1.0,1 to 50 Employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1.0,,,,,
Data Scientist,-1.0,"null
Proven experience as a Machine Learning Engineer or similar role

Understanding of data structures, data modelling and software architecture

Deep knowledge of math, probability, statistics and algorithms

Ability to write robust code in Python, Java and R

Working experience with python and associated libraries in Deep Learning/ Machine Learning Framework

Excellent communication skills

Ability to work in a team

The candidate should have strong analytical skill with mathematical problem-solving ability, Statistical modelling and Prediction

Knowledge of R and Matlab, Java and GIS-Remote Sensing can be added advantage

Nice to Have: - Experience with NLP pipelines - Experience in Academic data - Experience in PL/SQL and RDBMS

Experience in GP-GPU programming environments (Cuda, OpenCV) - Strong coding chops

Familiarity with web technologies

Must have experience working on large scale projects as well as handling day-to-day operational requests from the business

Strong project management, ability to successfully manage multiple tasks at any given point, strong relationship building skills & communication skills

Understanding of fundamentals and analytical data

Data analysis – Must have proficiency with SQL, Microsoft Excel",3.6,infinium solutionz,Ahmedabad,-1.0,201 to 500 Employees,2008.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Perform data-mining, modeling and hypothesis generation in support of high-level business goals.
Stay current with emerging tools and techniques in machine learning, statistical modeling & analytics.
Strong aptitudes for business, technology, mathematics & statistics.
Need strong oral & written communication skills to present data as a concise story for diverse audiences.
Develop customized algorithms to solve analytical problems with incomplete data sets.
Skills Needed:

R/Python Programming

SQL

Statistical Modeling

Machine Learning Techniques

Knowledge on Software Development is an added advantage",2.6,brandidea consultancy p ltd,Chennai,-1.0,1 to 50 Employees,-1.0,Company - Private,-1,-1,Less than $1 million (USD),-1.0,,,,,
Data Analyst,-1.0,"You would be Responsible for :
1. Lots of data crunching, Analyzing and presenting the data to the senior Management.
2. Work Directly with Product, Marketing and Business Development teams.
3. Provide data insights to product/marketing/business team

What we would want :
1. Advanced understanding of SQL and relational database
2. Experience with data visualization software like Tableau, looker, PowerBI , Metabase etc.
3. Should have understanding of product
4. Passionate about translating data and trends into meaningful insights
5. Good to have understanding of Statistics and Machine learning concepts.
6. 1-3 years experience as an analyst/product analyst or senior analyst.",4.8,ketto,Mumbai,-1.0,51 to 200 Employees,2012.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1.0,,,,,
